character	syllable	initial	medial	nuclues	terminal	tone	percentage
㹜	ŋən	ŋ	null	ə	n	0	undefined
㹝	zi	z	null	i		2	undefined
㹞	ŋən	ŋ	null	ə	n	0	undefined
㹟	c'yn	c'	null	y	n	3	undefined
㹠	d'yn	d'	null	y	n	0	undefined
㹡	yn		null	y	n	0	undefined
㹢	ca	c	null	a		0	undefined
㹣	ʦuŋ	ʦ	null	u	ŋ	0	undefined
㹤	xim	x	null	i	m	3	undefined
㹥	ʦjy	ʦj	null	y		2	undefined
㹦	tiu	t	null	i	u	0	undefined
㹧	qoŋ	q	null	o	ŋ	0	undefined
㹨	jəu	j	null	ə	u	2	undefined
㹩	hiŋ	h	null	i	ŋ	1	undefined
㹪	san	s	null	a	n	0	undefined
㹫	i		null	i		0	undefined
㹬	si	s	null	i		1	undefined
㹭	jəi	j	null	ə	i	2	undefined
㹮	məŋ	m	null	ə	ŋ	3	undefined
㹯	xjəu	xj	null	ə	u	0	undefined
㹰	cvoŋ	cv	null	o	ŋ	0	undefined
㹱	ʦøŋ	ʦ	null	ø	ŋ	3	undefined
㹱	ʦ'øŋ	ʦ'	null	ø	ŋ	3	undefined
㹲	xau	x	null	a	u	0	undefined
㹳	ŋ		null	ŋ		0	undefined
㹴	cəŋ	c	null	ə	ŋ	0	undefined
㹵	iŋ		null	i	ŋ	1	undefined
㹶	d'iŋ	d'	null	i	ŋ	0	undefined
㹷	xei	x	null	e	i	0	undefined
㹸	mau	m	null	a	u	2	undefined
㹹	cəŋ	c	null	ə	ŋ	0	undefined
㹺	tan	t	null	a	n	3	undefined
㹻	qvo	qv	null	o		0	undefined
㹼	cuŋ	c	null	u	ŋ	3	undefined
㹽	ʦr'an	ʦr'	null	a	n	1	undefined
㹾	b'iu	b'	null	i	u	1	undefined
㹿	ʣuŋ	ʣ	null	u	ŋ	3	undefined
㺀	fən	f	null	ə	n	3	undefined
㺁	nou	n	null	o	u	1	undefined
㺂	ŋam	ŋ	null	a	m	0	undefined
㺃	cəu	c	null	ə	u	1	undefined
㺄	y		null	y		1	undefined
㺅	həu	h	null	ə	u	0	undefined
㺆	bən	b	null	ə	n	2	undefined
㺇	si	s	null	i		0	undefined
㺈	ʦ'i	ʦ'	null	i		0	undefined
㺉	c'əu	c'	null	ə	u	2	undefined
㺊	jøŋ	j	null	ø	ŋ	2	undefined
㺋	qjuŋ	qj	null	u	ŋ	0	undefined
㺌	lam	l	null	a	m	2	undefined
㺍	pən	p	null	ə	n	0	undefined
㺍	pin	p	null	i	n	0	undefined
㺎	juŋ	j	null	u	ŋ	0	undefined
㺏	ləu	l	null	ə	u	0	undefined
㺐	liu	l	null	i	u	0	undefined
㺑	sram	sr	null	a	m	0	undefined
㺒	xau	x	null	a	u	0	undefined
㺓	ʦaŋ	ʦ	null	a	ŋ	3	undefined
㺔	xoi	x	null	o	i	2	undefined
㺕	wan	w	null	a	n	0	undefined
㺖	xam	x	null	a	m	1	undefined
㺗	ʦj'an	ʦj'	null	a	n	0	undefined
㺘	ʦam	ʦ	null	a	m	2	undefined
㺙	zən	z	null	ə	n	3	undefined
㺚	ʦ'an	ʦ'	null	a	n	3	undefined
㺛	ʦjy	ʦj	null	y		2	undefined
㺜	nuŋ	n	null	u	ŋ	0	undefined
㺝	ham	h	null	a	m	1	undefined
㺞	y		null	y		0	undefined
㺟	ʣroŋ	ʣr	null	o	ŋ	3	undefined
㺠	jəu	j	null	ə	u	2	undefined
㺡	liŋ	l	null	i	ŋ	3	undefined
㺢	foŋ	f	null	o	ŋ	3	undefined
㺢	qo	q	null	o		0	undefined
㺢	qŋo	qŋ	null	o		0	undefined
㺣	xei	x	null	e	i	0	undefined
㺤	ʦ'im	ʦ'	null	i	m	0	undefined
㺥	ʣr'am	ʣr'	null	a	m	0	undefined
㺦	lin	l	null	i	n	0	undefined
㺧	xiu	x	null	i	u	0	undefined
㺨	si	s	null	i		0	undefined
㺩	gəu	g	null	ə	u	2	undefined
㺪	p'oŋ	p'	null	o	ŋ	3	undefined
㺫	g'əu	g'	null	ə	u	0	undefined
㺬	cuŋ	c	null	u	ŋ	1	undefined
㺭	ʦi	ʦ	null	i		1	undefined
㺮	qy	q	null	y		0	undefined
㺯	luŋ	l	null	u	ŋ	2	undefined
㺰	si	s	null	i		0	undefined
㺱	iŋ		null	i	ŋ	0	undefined
㺲	nəu	n	null	ə	u	1	undefined
㺳	mui	m	null	u	i	0	undefined
㺴	pan	p	null	a	n	3	undefined
㺵	cəu	c	null	ə	u	1	undefined
㺶	təu	t	null	ə	u	1	undefined
㺷	søn	s	null	ø	n	3	undefined
㺸	b'iŋ	b'	null	i	ŋ	0	undefined
㺹	bin	b	null	i	n	2	undefined
㺺	mou	m	null	o	u	2	undefined
㺻	fən	f	null	ə	n	3	undefined
㺼	p'ən	p'	null	ə	n	3	undefined
㺽	p'ei	p'	null	e	i	0	undefined
㺾	cviŋ	cv	null	i	ŋ	0	undefined
㺿	i		null	i		0	undefined
㻀	y		null	y		0	undefined
㻁	cvəi	cv	null	ə	i	0	undefined
㻂	b'iŋ	b'	null	i	ŋ	0	undefined
㻃	c'uŋ	c'	null	u	ŋ	3	undefined
㻄	pou	p	null	o	u	1	undefined
㻅	ui		null	u	i	2	undefined
㻆	hyn	h	null	y	n	1	undefined
㻇	ʣ'yn	ʣ'	null	y	n	0	undefined
㻈	həu	h	null	ə	u	2	undefined
㻉	bou	b	null	o	u	2	undefined
㻊	mun	m	null	u	n	0	undefined
㻋	lan	l	null	a	n	3	undefined
㻌	d'ou	d'	null	o	u	0	undefined
㻍	ŋ		null	ŋ		0	undefined
㻎	sən	s	null	ə	n	3	undefined
㻏	liŋ	l	null	i	ŋ	0	undefined
㻐	ʦ'øn	ʦ'	null	ø	n	0	undefined
㻑	cvəi	cv	null	ə	i	2	undefined
㻒	gv'ən	gv'	null	ə	n	1	undefined
㻓	ʦəu	ʦ	null	ə	u	0	undefined
㻔	to	t	null	o		1	undefined
㻕	gvən	gv	null	ə	n	3	undefined
㻖	doi	d	null	o	i	2	undefined
㻗	p'ui	p'	null	u	i	2	undefined
㻘	səm	s	null	ə	m	1	undefined
㻙	juŋ	j	null	u	ŋ	3	undefined
㻚	b'əŋ	b'	null	ə	ŋ	0	undefined
㻛	i		null	i		2	undefined
㻜	ʦ'uŋ	ʦ'	null	u	ŋ	0	undefined
㻝	lan	l	null	a	n	3	undefined
㻞	pən	p	null	ə	n	0	undefined
㻟	ʣ'øi	ʣ'	null	ø	i	0	undefined
㻠	dən	d	null	ə	n	3	undefined
㻡	sin	s	null	i	n	3	undefined
㻢	si	s	null	i		0	undefined
㻣	zəm	z	null	ə	m	2	undefined
㻤	ciŋ	c	null	i	ŋ	3	undefined
㻥	jəu	j	null	ə	u	0	undefined
㻦	y		null	y		0	undefined
㻧	do	d	null	o		2	undefined
㻨	qyn	q	null	y	n	1	undefined
㻩	cim	c	null	i	m	0	undefined
㻪	ʦøn	ʦ	null	ø	n	2	undefined
㻫	pin	p	null	i	n	3	undefined
㻫	pən	p	null	ə	n	3	undefined
㻬	t'ou	t'	null	o	u	0	undefined
㻭	sən	s	null	ə	n	3	undefined
㻮	ʦ'an	ʦ'	null	a	n	2	undefined
㻯	t'ou	t'	null	o	u	0	undefined
㻰	vəi	v	null	ə	i	2	undefined
㻱	wuŋ	w	null	u	ŋ	0	undefined
㻲	løi	l	null	ø	i	1	undefined
㻳	lei	l	null	e	i	2	undefined
㻴	man	m	null	a	n	2	undefined
㻵	ʣan	ʣ	null	a	n	2	undefined
㻶	pən	p	null	ə	n	3	undefined
㻷	ciŋ	c	null	i	ŋ	3	undefined
㻸	ʦrəm	ʦr	null	ə	m	0	undefined
㻹	xyn	x	null	y	n	0	undefined
㻺	liŋ	l	null	i	ŋ	3	undefined
㻻	tøn	t	null	ø	n	0	undefined
㻼	d'am	d'	null	a	m	0	undefined
㻽	ʣøi	ʣ	null	ø	i	2	undefined
㻾	qjuŋ	qj	null	u	ŋ	0	undefined
㻿	zjuŋ	zj	null	u	ŋ	3	undefined
㼀	dan	d	null	a	n	3	undefined
㼁	i		null	i		2	undefined
㼂	mən	m	null	ə	n	2	undefined
㼃	lam	l	null	a	m	3	undefined
㼄	cei	c	null	e	i	0	undefined
㼅	cvoŋ	cv	null	o	ŋ	1	undefined
㼆	iŋ		null	i	ŋ	0	undefined
㼇	g'iŋ	g'	null	i	ŋ	0	undefined
㼈	lo	l	null	o		0	undefined
㼉	ʣrəm	ʣr	null	ə	m	2	undefined
㼊	d'yn	d'	null	y	n	0	undefined
㼋	cu	c	null	u		0	undefined
㼌	y		null	y		1	undefined
㼍	løi	l	null	ø	i	1	undefined
㼎	boŋ	b	null	o	ŋ	3	undefined
㼏	nøi	n	null	ø	i	1	undefined
㼐	b'in	b'	null	i	n	0	undefined
㼑	lin	l	null	i	n	2	undefined
㼒	t'oŋ	t'	null	o	ŋ	1	undefined
㼓	lim	l	null	i	m	0	undefined
㼔	qvən	qv	null	ə	n	0	undefined
㼕	toŋ	t	null	o	ŋ	0	undefined
㼖	ləi	l	null	ə	i	2	undefined
㼗	d'iŋ	d'	null	i	ŋ	0	undefined
㼘	ŋa	ŋ	null	a		1	undefined
㼘	a		null	a		1	undefined
㼙	ʦəu	ʦ	null	ə	u	2	undefined
㼚	coŋ	c	null	o	ŋ	0	undefined
㼛	hjiŋ	hj	null	i	ŋ	0	undefined
㼜	qoŋ	q	null	o	ŋ	2	undefined
㼜	qŋoŋ	qŋ	null	o	ŋ	2	undefined
㼜	qon	q	null	o	n	0	undefined
㼜	qŋon	qŋ	null	o	n	0	undefined
㼝	qun	q	null	u	n	1	undefined
㼞	p'əŋ	p'	null	ə	ŋ	2	undefined
㼟	baŋ	b	null	a	ŋ	3	undefined
㼠	d'o	d'	null	o		0	undefined
㼡	zjy	zj	null	y		0	undefined
㼢	i		null	i		0	undefined
㼣	paŋ	p	null	a	ŋ	3	undefined
㼤	c'in	c'	null	i	n	3	undefined
㼥	t'əu	t'	null	ə	u	1	undefined
㼦	cuŋ	c	null	u	ŋ	1	undefined
㼧	d'uŋ	d'	null	u	ŋ	0	undefined
㼨	həm	h	null	ə	m	0	undefined
㼩	ziŋ	z	null	i	ŋ	0	undefined
㼪	ʦim	ʦ	null	i	m	3	undefined
㼫	un		null	u	n	2	undefined
㼬	həŋ	h	null	ə	ŋ	2	undefined
㼭	dim	d	null	i	m	2	undefined
㼮	ʦr'ai	ʦr'	null	a	i	0	undefined
㼯	tuŋ	t	null	u	ŋ	2	undefined
㼰	b'ei	b'	null	e	i	0	undefined
㼱	njyn	nj	null	y	n	1	undefined
㼲	lim	l	null	i	m	3	undefined
㼳	sraŋ	sr	null	a	ŋ	1	undefined
㼴	ŋəu	ŋ	null	ə	u	1	undefined
㼵	d'əi	d'	null	ə	i	1	undefined
㼶	y		null	y		0	undefined
㼷	ʦyn	ʦ	null	y	n	0	undefined
㼸	juŋ	j	null	u	ŋ	0	undefined
㼹	xoŋ	x	null	o	ŋ	0	undefined
㼺	d'oŋ	d'	null	o	ŋ	0	undefined
㼻	ʣ'uŋ	ʣ'	null	u	ŋ	0	undefined
㼼	b'iu	b'	null	i	u	0	undefined
㼽	ʦr'oŋ	ʦr'	null	o	ŋ	1	undefined
㼾	luŋ	l	null	u	ŋ	3	undefined
㼿	d'uŋ	d'	null	u	ŋ	0	undefined
㽀	ʣreŋ	ʣr	null	e	ŋ	2	undefined
㽁	liŋ	l	null	i	ŋ	3	undefined
㽂	sam	s	null	a	m	3	undefined
㽃	p'un	p'	null	u	n	0	undefined
㽄	si	s	null	i		0	undefined
㽅	təŋ	t	null	ə	ŋ	0	undefined
㽆	toŋ	t	null	o	ŋ	0	undefined
㽇	huŋ	h	null	u	ŋ	3	undefined
㽈	ŋi	ŋ	null	i		2	undefined
㽉	ham	h	null	a	m	2	undefined
㽊	sim	s	null	i	m	3	undefined
㽋	lo	l	null	o		0	undefined
㽌	ləu	l	null	ə	u	2	undefined
㽍	xəm	x	null	ə	m	0	undefined
㽎	d'am	d'	null	a	m	0	undefined
㽏	cəm	c	null	ə	m	2	undefined
㽐	xim	x	null	i	m	0	undefined
㽑	d'am	d'	null	a	m	0	undefined
㽒	səŋ	s	null	ə	ŋ	0	undefined
㽓	sən	s	null	ə	n	0	undefined
㽔	jøi	j	null	ø	i	2	undefined
㽕	jəu	j	null	ə	u	0	undefined
㽖	nam	n	null	a	m	0	undefined
㽗	din	d	null	i	n	2	undefined
㽘	coŋ	c	null	o	ŋ	1	undefined
㽙	ʦøn	ʦ	null	ø	n	2	undefined
㽚	ʦr'iŋ	ʦr'	null	i	ŋ	3	undefined
㽛	c'əu	c'	null	ə	u	0	undefined
㽜	qyn	q	null	y	n	1	undefined
㽝	ləi	l	null	ə	i	2	undefined
㽞	ləu	l	null	ə	u	0	undefined
㽟	qlyn	ql	null	y	n	3	undefined
㽠	ham	h	null	a	m	3	undefined
㽡	pei	p	null	e	i	0	undefined
㽢	qəm	q	null	ə	m	1	undefined
㽢	qŋəm	qŋ	null	ə	m	1	undefined
㽣	viŋ	v	null	i	ŋ	3	undefined
㽤	cuŋ	c	null	u	ŋ	3	undefined
㽥	njəu	nj	null	ə	u	0	undefined
㽦	vən	v	null	ə	n	0	undefined
㽧	ʦi	ʦ	null	i		0	undefined
㽨	ʣ'o	ʣ'	null	o		0	undefined
㽩	ʦ'əm	ʦ'	null	ə	m	2	undefined
㽪	ʦəŋ	ʦ	null	ə	ŋ	1	undefined
㽫	qjuŋ	qj	null	u	ŋ	0	undefined
㽬	fu	f	null	u		2	undefined
㽭	yn		null	y	n	0	undefined
㽮	siŋ	s	null	i	ŋ	0	undefined
㽯	gv'əi	gv'	null	ə	i	0	undefined
㽰	sro	sr	null	o		0	undefined
㽱	cau	c	null	a	u	1	undefined
㽲	cau	c	null	a	u	1	undefined
㽳	xøi	x	null	ø	i	0	undefined
㽴	ʣrøŋ	ʣr	null	ø	ŋ	2	undefined
㽵	ʦroŋ	ʦr	null	o	ŋ	0	undefined
㽶	cei	c	null	e	i	1	undefined
㽷	sjøi	sj	null	ø	i	2	undefined
㽸	zjəm	zj	null	ə	m	0	undefined
㽹	fan	f	null	a	n	1	undefined
㽺	cəm	c	null	ə	m	3	undefined
㽻	ʦji	ʦj	null	i		0	undefined
㽼	jən	j	null	ə	n	1	undefined
㽽	cu	c	null	u		2	undefined
㽾	ŋən	ŋ	null	ə	n	3	undefined
㽿	cvo	cv	null	o		0	undefined
㾀	xim	x	null	i	m	3	undefined
㾁	xvən	xv	null	ə	n	3	undefined
㾂	xoi	x	null	o	i	0	undefined
㾃	d'o	d'	null	o		0	undefined
㾄	duŋ	d	null	u	ŋ	3	undefined
㾅	ʦi	ʦ	null	i		1	undefined
㾆	ʦ'im	ʦ'	null	i	m	0	undefined
㾇	muŋ	m	null	u	ŋ	3	undefined
㾈	wu	w	null	u		2	undefined
㾉	liŋ	l	null	i	ŋ	0	undefined
㾊	ʦreŋ	ʦr	null	e	ŋ	3	undefined
㾋	xjəu	xj	null	ə	u	0	undefined
㾌	sin	s	null	i	n	1	undefined
㾍	noi	n	null	o	i	0	undefined
㾎	qam	q	null	a	m	3	undefined
㾎	qŋam	qŋ	null	a	m	3	undefined
㾏	cai	c	null	a	i	2	undefined
㾐	ləi	l	null	ə	i	2	undefined
㾑	tam	t	null	a	m	3	undefined
㾒	y		null	y		0	undefined
㾓	qyn	q	null	y	n	0	undefined
㾔	løi	l	null	ø	i	1	undefined
㾕	səm	s	null	ə	m	1	undefined
㾖	lei	l	null	e	i	1	undefined
㾗	løŋ	l	null	ø	ŋ	2	undefined
㾘	cəŋ	c	null	ə	ŋ	1	undefined
㾙	xjən	xj	null	ə	n	2	undefined
㾚	se	s	null	e		0	undefined
㾛	ʦ'əm	ʦ'	null	ə	m	1	undefined
㾜	xim	x	null	i	m	3	undefined
㾝	ʦ'e	ʦ'	null	e		2	undefined
㾞	jəu	j	null	ə	u	0	undefined
㾟	bou	b	null	o	u	2	undefined
㾠	g'oŋ	g'	null	o	ŋ	0	undefined
㾡	c'øŋ	c'	null	ø	ŋ	3	undefined
㾢	loi	l	null	o	i	2	undefined
㾣	xəm	x	null	ə	m	0	undefined
㾤	xoŋ	x	null	o	ŋ	0	undefined
㾥	ʦ'uŋ	ʦ'	null	u	ŋ	3	undefined
㾦	p'ui	p'	null	u	i	0	undefined
㾧	xvo	xv	null	o		2	undefined
㾨	qi	q	null	i		0	undefined
㾩	cvai	cv	null	a	i	0	undefined
㾪	sraŋ	sr	null	a	ŋ	1	undefined
㾫	p'in	p'	null	i	n	0	undefined
㾬	cai	c	null	a	i	0	undefined
㾭	ʦrəu	ʦr	null	ə	u	2	undefined
㾮	voŋ	v	null	o	ŋ	0	undefined
㾯	xui	x	null	u	i	0	undefined
㾰	hu	h	null	u		0	undefined
㾱	fəi	f	null	ə	i	2	undefined
㾲	ŋou	ŋ	null	o	u	0	undefined
㾲	ou		null	o	u	0	undefined
㾳	ʦi	ʦ	null	i		0	undefined
㾴	ʣ'a	ʣ'	null	a		0	undefined
㾵	cəi	c	null	ə	i	2	undefined
㾶	cvən	cv	null	ə	n	3	undefined
㾷	səi	s	null	ə	i	0	undefined
㾸	cou	c	null	o	u	1	undefined
㾹	ʣr'ai	ʣr'	null	a	i	0	undefined
㾺	ma	m	null	a		2	undefined
㾻	ʣry	ʣr	null	y		2	undefined
㾼	t'øi	t'	null	ø	i	1	undefined
㾽	ʣøi	ʣ	null	ø	i	2	undefined
㾾	xim	x	null	i	m	0	undefined
㾿	loŋ	l	null	o	ŋ	0	undefined
㿀	pan	p	null	a	n	0	undefined
㿁	xiu	x	null	i	u	0	undefined
㿂	ʦiŋ	ʦ	null	i	ŋ	0	undefined
㿃	ʣəi	ʣ	null	ə	i	2	undefined
㿄	qai	q	null	a	i	2	undefined
㿅	sin	s	null	i	n	1	undefined
㿆	cvo	cv	null	o		0	undefined
㿇	ʣam	ʣ	null	a	m	3	undefined
㿈	qjuŋ	qj	null	u	ŋ	0	undefined
㿉	d'øi	d'	null	ø	i	0	undefined
㿊	ʦ'am	ʦ'	null	a	m	1	undefined
㿋	sou	s	null	o	u	2	undefined
㿌	xim	x	null	i	m	0	undefined
㿍	cai	c	null	a	i	2	undefined
㿎	wən	w	null	ə	n	2	undefined
㿏	gv'ən	gv'	null	ə	n	0	undefined
㿐	ʦ'øi	ʦ'	null	ø	i	0	undefined
㿑	jøŋ	j	null	ø	ŋ	3	undefined
㿒	tou	t	null	o	u	1	undefined
㿓	cam	c	null	a	m	3	undefined
㿔	løi	l	null	ø	i	1	undefined
㿕	im		null	i	m	0	undefined
㿖	lou	l	null	o	u	0	undefined
㿗	d'øi	d'	null	ø	i	0	undefined
㿘	iŋ		null	i	ŋ	0	undefined
㿙	p'ei	p'	null	e	i	2	undefined
㿚	lo	l	null	o		2	undefined
㿛	ləi	l	null	ə	i	2	undefined
㿜	bin	b	null	i	n	3	undefined
㿝	xøŋ	x	null	ø	ŋ	0	undefined
㿞	mou	m	null	o	u	2	undefined
㿟	baŋ	b	null	a	ŋ	3	undefined
㿠	cvoŋ	cv	null	o	ŋ	0	undefined
㿡	təu	t	null	ə	u	0	undefined
㿢	iu		null	i	u	2	undefined
㿣	xon	x	null	o	n	3	undefined
㿤	ʦ'øn	ʦ'	null	ø	n	1	undefined
㿥	hoŋ	h	null	o	ŋ	3	undefined
㿦	niŋ	n	null	i	ŋ	2	undefined
㿧	ʣ'əu	ʣ'	null	ə	u	0	undefined
㿨	liŋ	l	null	i	ŋ	3	undefined
㿩	t'oŋ	t'	null	o	ŋ	1	undefined
㿪	hyn	h	null	y	n	0	undefined
㿫	pei	p	null	e	i	2	undefined
㿬	pa	p	null	a		0	undefined
㿭	ʦr'aŋ	ʦr'	null	a	ŋ	3	undefined
㿮	qjøŋ	qj	null	ø	ŋ	2	undefined
㿯	tam	t	null	a	m	3	undefined
㿰	ŋau	ŋ	null	a	u	0	undefined
㿰	au		null	a	u	0	undefined
㿱	ʣyn	ʣ	null	y	n	3	undefined
㿲	qi	q	null	i		0	undefined
㿳	ʦi	ʦ	null	i		0	undefined
㿴	tam	t	null	a	m	3	undefined
㿵	lou	l	null	o	u	0	undefined
㿶	poŋ	p	null	o	ŋ	0	undefined
㿷	ʣ'o	ʣ'	null	o		0	undefined
㿸	man	m	null	a	n	1	undefined
㿹	t'an	t'	null	a	n	3	undefined
㿺	p'oŋ	p'	null	o	ŋ	3	undefined
㿻	con	c	null	o	n	0	undefined
㿼	ŋin	ŋ	null	i	n	0	undefined
㿽	xei	x	null	e	i	0	undefined
㿾	ʣ'y	ʣ'	null	y		1	undefined
㿿	ŋa	ŋ	null	a		1	undefined
䀀	fan	f	null	a	n	2	undefined
䀁	jəu	j	null	ə	u	2	undefined
䀂	qon	q	null	o	n	0	undefined
䀃	d'øi	d'	null	ø	i	0	undefined
䀄	muŋ	m	null	u	ŋ	0	undefined
䀅	ze	z	null	e		1	undefined
䀆	ʣøn	ʣ	null	ø	n	2	undefined
䀇	cu	c	null	u		1	undefined
䀈	c'ei	c'	null	e	i	2	undefined
䀉	g'iu	g'	null	i	u	0	undefined
䀊	cau	c	null	a	u	1	undefined
䀋	im		null	i	m	0	undefined
䀌	siŋ	s	null	i	ŋ	3	undefined
䀍	xəm	x	null	ə	m	2	undefined
䀎	min	m	null	i	n	1	undefined
䀏	hyn	h	null	y	n	2	undefined
䀐	sram	sr	null	a	m	0	undefined
䀑	qvan	qv	null	a	n	3	undefined
䀒	ʦ'in	ʦ'	null	i	n	0	undefined
䀓	hun	h	null	u	n	2	undefined
䀔	jən	j	null	ə	n	2	undefined
䀕	ʣrən	ʣr	null	ə	n	2	undefined
䀖	t'in	t'	null	i	n	0	undefined
䀗	c'yn	c'	null	y	n	3	undefined
䀘	gv'əi	gv'	null	ə	i	0	undefined
䀙	ʦ'əi	ʦ'	null	ə	i	2	undefined
䀚	ŋoŋ	ŋ	null	o	ŋ	0	undefined
䀚	oŋ		null	o	ŋ	0	undefined
䀛	mai	m	null	a	i	2	undefined
䀜	mai	m	null	a	i	2	undefined
䀝	pei	p	null	e	i	1	undefined
䀞	t'ou	t'	null	o	u	0	undefined
䀟	wəi	w	null	ə	i	2	undefined
䀠	g'øi	g'	null	ø	i	0	undefined
䀡	ʦim	ʦ	null	i	m	0	undefined
䀢	sjøn	sj	null	ø	n	2	undefined
䀣	pei	p	null	e	i	2	undefined
䀤	məu	m	null	ə	u	2	undefined
䀥	søŋ	s	null	ø	ŋ	3	undefined
䀦	cu	c	null	u		1	undefined
䀧	xuŋ	x	null	u	ŋ	1	undefined
䀨	cvan	cv	null	a	n	3	undefined
䀩	loŋ	l	null	o	ŋ	3	undefined
䀪	hoŋ	h	null	o	ŋ	0	undefined
䀫	cam	c	null	a	m	3	undefined
䀬	ʣ'yn	ʣ'	null	y	n	0	undefined
䀭	coi	c	null	o	i	0	undefined
䀮	foŋ	f	null	o	ŋ	0	undefined
䀯	pou	p	null	o	u	1	undefined
䀰	cuŋ	c	null	u	ŋ	3	undefined
䀱	fuŋ	f	null	u	ŋ	0	undefined
䀲	muŋ	m	null	u	ŋ	3	undefined
䀳	lan	l	null	a	n	3	undefined
䀴	ŋiŋ	ŋ	null	i	ŋ	1	undefined
䀵	sjøn	sj	null	ø	n	2	undefined
䀶	løŋ	l	null	ø	ŋ	2	undefined
䀷	cim	c	null	i	m	3	undefined
䀸	ʦ'əi	ʦ'	null	ə	i	2	undefined
䀹	sim	s	null	i	m	1	undefined
䀹	ʦim	ʦ	null	i	m	3	undefined
䀹	ʦam	ʦ	null	a	m	3	undefined
䀹	gəm	g	null	ə	m	3	undefined
䀺	ʦ'əu	ʦ'	null	ə	u	0	undefined
䀻	p'iŋ	p'	null	i	ŋ	2	undefined
䀼	ʦ'ən	ʦ'	null	ə	n	0	undefined
䀽	in		null	i	n	0	undefined
䀾	tou	t	null	o	u	1	undefined
䀿	ʦj'əi	ʦj'	null	ə	i	2	undefined
䁀	təi	t	null	ə	i	2	undefined
䁁	løŋ	l	null	ø	ŋ	2	undefined
䁂	han	h	null	a	n	2	undefined
䁃	piu	p	null	i	u	0	undefined
䁄	iŋ		null	i	ŋ	2	undefined
䁅	maŋ	m	null	a	ŋ	1	undefined
䁆	qim	q	null	i	m	3	undefined
䁇	miŋ	m	null	i	ŋ	3	undefined
䁈	c'əi	c'	null	ə	i	2	undefined
䁉	c'əi	c'	null	ə	i	2	undefined
䁊	qnvan	qnv	null	a	n	3	undefined
䁋	xim	x	null	i	m	3	undefined
䁌	vən	v	null	ə	n	3	undefined
䁍	xəm	x	null	ə	m	3	undefined
䁎	ʣr'aŋ	ʣr'	null	a	ŋ	0	undefined
䁏	qiu	q	null	i	u	1	undefined
䁐	qiŋ	q	null	i	ŋ	0	undefined
䁑	jøŋ	j	null	ø	ŋ	0	undefined
䁒	ʦ'əm	ʦ'	null	ə	m	3	undefined
䁓	ʦuŋ	ʦ	null	u	ŋ	0	undefined
䁔	xyn	x	null	y	n	0	undefined
䁕	mən	m	null	ə	n	0	undefined
䁖	qləu	ql	null	ə	u	0	undefined
䁖	ləu	l	null	ə	u	0	undefined
䁗	xoi	x	null	o	i	1	undefined
䁘	iu		null	i	u	1	undefined
䁙	qan	q	null	a	n	2	undefined
䁚	syn	s	null	y	n	1	undefined
䁛	cvəi	cv	null	ə	i	2	undefined
䁜	xvoŋ	xv	null	o	ŋ	1	undefined
䁝	iŋ		null	i	ŋ	0	undefined
䁞	saŋ	s	null	a	ŋ	1	undefined
䁟	ʣ'a	ʣ'	null	a		0	undefined
䁠	lim	l	null	i	m	0	undefined
䁡	sim	s	null	i	m	1	undefined
䁢	zyn	z	null	y	n	0	undefined
䁣	zyn	z	null	y	n	0	undefined
䁤	ʦ'aŋ	ʦ'	null	a	ŋ	3	undefined
䁥	qniŋ	qn	null	i	ŋ	3	undefined
䁥	qliŋ	ql	null	i	ŋ	3	undefined
䁦	ʦ'øi	ʦ'	null	ø	i	2	undefined
䁧	miu	m	null	i	u	0	undefined
䁨	xvoŋ	xv	null	o	ŋ	3	undefined
䁩	ŋy	ŋ	null	y		0	undefined
䁪	ʦam	ʦ	null	a	m	1	undefined
䁫	vən	v	null	ə	n	3	undefined
䁬	ʣ'əŋ	ʣ'	null	ə	ŋ	0	undefined
䁭	piu	p	null	i	u	0	undefined
䁮	ʣ'im	ʣ'	null	i	m	0	undefined
䁯	xəm	x	null	ə	m	3	undefined
䁰	xoŋ	x	null	o	ŋ	1	undefined
䁱	c'əu	c'	null	ə	u	0	undefined
䁲	mai	m	null	a	i	0	undefined
䁳	moŋ	m	null	o	ŋ	1	undefined
䁴	ʦjin	ʦj	null	i	n	1	undefined
䁵	pin	p	null	i	n	1	undefined
䁶	ciŋ	c	null	i	ŋ	3	undefined
䁷	coŋ	c	null	o	ŋ	3	undefined
䁸	nroŋ	nr	null	o	ŋ	0	undefined
䁸	loŋ	l	null	o	ŋ	0	undefined
䁹	b'əi	b'	null	ə	i	1	undefined
䁺	sjiŋ	sj	null	i	ŋ	3	undefined
䁻	sjøŋ	sj	null	ø	ŋ	3	undefined
䁼	məŋ	m	null	ə	ŋ	3	undefined
䁽	qlam	ql	null	a	m	3	undefined
䁾	min	m	null	i	n	3	undefined
䁿	məŋ	m	null	ə	ŋ	3	undefined
䂀	xei	x	null	e	i	0	undefined
䂁	ʣ'am	ʣ'	null	a	m	0	undefined
䂂	g'øi	g'	null	ø	i	0	undefined
䂃	ʦiu	ʦ	null	i	u	2	undefined
䂄	xvoŋ	xv	null	o	ŋ	3	undefined
䂅	xan	x	null	a	n	0	undefined
䂆	cviŋ	cv	null	i	ŋ	3	undefined
䂇	nruŋ	nr	null	u	ŋ	3	undefined
